country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline
Indonesia,Aceh,2020-10-02,-12
Indonesia,Aceh,2020-10-03,-14
Indonesia,Aceh,2020-10-04,-9
Indonesia,Aceh,2020-10-05,-6
Indonesia,Aceh,2020-10-06,-11
Indonesia,Aceh,2020-10-07,-13
Indonesia,Aceh,2020-10-08,-7
Indonesia,Aceh,2020-10-09,-12
Indonesia,Aceh,2020-10-10,-14
Indonesia,Aceh,2020-10-11,-7
Indonesia,Aceh,2020-10-12,-8
Indonesia,Aceh,2020-10-13,-10
Indonesia,Aceh,2020-10-14,-7
Indonesia,Aceh,2020-10-15,-4
Indonesia,Aceh,2020-10-16,-9
Indonesia,Aceh,2020-10-17,-12
Indonesia,Aceh,2020-10-18,-4
Indonesia,Aceh,2020-10-19,-6
Indonesia,Aceh,2020-10-20,-8
Indonesia,Aceh,2020-10-21,-9
Indonesia,Aceh,2020-10-22,-5
Indonesia,Aceh,2020-10-23,-10
Indonesia,Aceh,2020-10-24,-13
Indonesia,Aceh,2020-10-25,-6
Indonesia,Aceh,2020-10-26,-4
Indonesia,Aceh,2020-10-27,-7
Indonesia,Aceh,2020-10-28,-8
Indonesia,Aceh,2020-10-29,-11
Indonesia,Aceh,2020-10-30,-13
Indonesia,Aceh,2020-10-31,-12
Indonesia,Aceh,2020-11-01,-8
Indonesia,Aceh,2020-11-02,-5
Indonesia,Aceh,2020-11-03,-11
Indonesia,Aceh,2020-11-04,-10
Indonesia,Aceh,2020-11-05,-10
Indonesia,Aceh,2020-11-06,-17
Indonesia,Aceh,2020-11-07,-13
Indonesia,Aceh,2020-11-08,-9
Indonesia,Aceh,2020-11-09,-9
Indonesia,Aceh,2020-11-10,-11
Indonesia,Aceh,2020-11-11,-9
Indonesia,Aceh,2020-11-12,-9
Indonesia,Aceh,2020-11-13,-15
Indonesia,Aceh,2020-11-14,-11
Indonesia,Aceh,2020-11-15,-9
Indonesia,Aceh,2020-11-16,-9
Indonesia,Aceh,2020-11-17,-12
Indonesia,Aceh,2020-11-18,-13
Indonesia,Aceh,2020-11-19,-13
Indonesia,Aceh,2020-11-20,-15
Indonesia,Aceh,2020-11-21,-14
Indonesia,Aceh,2020-11-22,-10
Indonesia,Aceh,2020-11-23,-10
Indonesia,Aceh,2020-11-24,-13
Indonesia,Aceh,2020-11-25,-9
Indonesia,Aceh,2020-11-26,-16
Indonesia,Aceh,2020-11-27,-15
Indonesia,Aceh,2020-11-28,-13
Indonesia,Aceh,2020-11-29,-8
Indonesia,Aceh,2020-11-30,-9
Indonesia,Aceh,2020-12-01,-7
Indonesia,Aceh,2020-12-02,-9
Indonesia,Aceh,2020-12-03,-7
Indonesia,Aceh,2020-12-04,-17
Indonesia,Aceh,2020-12-05,-17
Indonesia,Aceh,2020-12-06,-7
Indonesia,Aceh,2020-12-07,-8
Indonesia,Aceh,2020-12-08,-9
Indonesia,Aceh,2020-12-09,-11
Indonesia,Aceh,2020-12-10,-13
Indonesia,Aceh,2020-12-11,-8
Indonesia,Aceh,2020-12-12,-9
Indonesia,Aceh,2020-12-13,-7
Indonesia,Aceh,2020-12-14,-6
Indonesia,Aceh,2020-12-15,-8
Indonesia,Aceh,2020-12-16,-8
Indonesia,Aceh,2020-12-17,-7
Indonesia,Aceh,2020-12-18,-9
Indonesia,Aceh,2020-12-19,-7
Indonesia,Aceh,2020-12-20,-7
Indonesia,Aceh,2020-12-21,-8
Indonesia,Aceh,2020-12-22,-4
Indonesia,Aceh,2020-12-23,-3
Indonesia,Aceh,2020-12-24,-2
Indonesia,Aceh,2020-12-25,-10
Indonesia,Aceh,2020-12-26,-8
Indonesia,Aceh,2020-12-27,-4
Indonesia,Aceh,2020-12-28,-3
Indonesia,Aceh,2020-12-29,-6
Indonesia,Aceh,2020-12-30,-5
Indonesia,Aceh,2020-12-31,1
Indonesia,Aceh,2021-01-01,-11
Indonesia,Aceh,2021-01-02,-8
Indonesia,Aceh,2021-01-03,-7
Indonesia,Aceh,2021-01-04,-8
Indonesia,Aceh,2021-01-05,-8
Indonesia,Aceh,2021-01-06,-6
Indonesia,Aceh,2021-01-07,-5
Indonesia,Aceh,2021-01-08,-11
Indonesia,Aceh,2021-01-09,-10
Indonesia,Aceh,2021-01-10,-10
Indonesia,Aceh,2021-01-11,-7
Indonesia,Aceh,2021-01-12,-12
Indonesia,Aceh,2021-01-13,-19
Indonesia,Aceh,2021-01-14,-18
Indonesia,Aceh,2021-01-15,-26
Indonesia,Aceh,2021-01-16,-28
Indonesia,Aceh,2021-01-17,-20
Indonesia,Aceh,2021-01-18,-22
Indonesia,Aceh,2021-01-19,-25
Indonesia,Aceh,2021-01-20,-22
Indonesia,Aceh,2021-01-21,-20
Indonesia,Aceh,2021-01-22,-22
Indonesia,Aceh,2021-01-23,-21
Indonesia,Aceh,2021-01-24,-19
Indonesia,Aceh,2021-01-25,-18
Indonesia,Aceh,2021-01-26,-21
Indonesia,Aceh,2021-01-27,-22
Indonesia,Aceh,2021-01-28,-19
Indonesia,Aceh,2021-01-29,-20
Indonesia,Aceh,2021-01-30,-19
Indonesia,Aceh,2021-01-31,-16
Indonesia,Aceh,2021-02-01,-16
Indonesia,Aceh,2021-02-02,-18
Indonesia,Aceh,2021-02-03,-17
Indonesia,Aceh,2021-02-04,-16
Indonesia,Aceh,2021-02-05,-18
Indonesia,Aceh,2021-02-06,-20
Indonesia,Aceh,2021-02-07,-15
Indonesia,Aceh,2021-02-08,-16
Indonesia,Aceh,2021-02-09,-17
Indonesia,Aceh,2021-02-10,-18
Indonesia,Aceh,2021-02-11,-14
Indonesia,Aceh,2021-02-12,-18
Indonesia,Aceh,2021-02-13,-18
Indonesia,Aceh,2021-02-14,-14
Indonesia,Aceh,2021-02-15,-15
Indonesia,Aceh,2021-02-16,-17
Indonesia,Aceh,2021-02-17,-16
Indonesia,Aceh,2021-02-18,-14
Indonesia,Aceh,2021-02-19,-17
Indonesia,Aceh,2021-02-20,-14
Indonesia,Aceh,2021-02-21,-13
Indonesia,Aceh,2021-02-22,-14
Indonesia,Aceh,2021-02-23,-17
Indonesia,Aceh,2021-02-24,-16
Indonesia,Aceh,2021-02-25,-13
Indonesia,Aceh,2021-02-26,-15
Indonesia,Aceh,2021-02-27,-13
Indonesia,Aceh,2021-02-28,-11
Indonesia,Aceh,2021-03-01,-9
Indonesia,Aceh,2021-03-02,-13
Indonesia,Aceh,2021-03-03,-12
Indonesia,Aceh,2021-03-04,-10
Indonesia,Aceh,2021-03-05,-14
Indonesia,Aceh,2021-03-06,-12
Indonesia,Aceh,2021-03-07,-9
Indonesia,Aceh,2021-03-08,-9
Indonesia,Aceh,2021-03-09,-13
Indonesia,Aceh,2021-03-10,-9
Indonesia,Aceh,2021-03-11,-10
Indonesia,Aceh,2021-03-12,-13
Indonesia,Aceh,2021-03-13,-11
Indonesia,Aceh,2021-03-14,-9
Indonesia,Aceh,2021-03-15,-8
Indonesia,Aceh,2021-03-16,-13
Indonesia,Aceh,2021-03-17,-12
Indonesia,Aceh,2021-03-18,-10
Indonesia,Aceh,2021-03-19,-11
Indonesia,Aceh,2021-03-20,-9
Indonesia,Aceh,2021-03-21,-8
Indonesia,Aceh,2021-03-22,-9
Indonesia,Aceh,2021-03-23,-12
Indonesia,Aceh,2021-03-24,-12
Indonesia,Aceh,2021-03-25,-12
Indonesia,Aceh,2021-03-26,-15
Indonesia,Aceh,2021-03-27,-12
Indonesia,Aceh,2021-03-28,-15
Indonesia,Aceh,2021-03-29,-19
Indonesia,Aceh,2021-03-30,-9
Indonesia,Aceh,2021-03-31,-9
Indonesia,Aceh,2021-04-01,-4
Indonesia,Aceh,2021-04-02,-10
Indonesia,Aceh,2021-04-03,-7
Indonesia,Aceh,2021-04-04,-4
Indonesia,Aceh,2021-04-05,-3
Indonesia,Aceh,2021-04-06,-8
Indonesia,Aceh,2021-04-07,-6
Indonesia,Aceh,2021-04-08,-1
Indonesia,Aceh,2021-04-09,-1
Indonesia,Aceh,2021-04-10,2
Indonesia,Aceh,2021-04-11,6
Indonesia,Aceh,2021-04-12,-7
Indonesia,Aceh,2021-04-13,-37
Indonesia,Aceh,2021-04-14,-27
Indonesia,Aceh,2021-04-15,-23
Indonesia,Aceh,2021-04-16,-28
Indonesia,Aceh,2021-04-17,-24
Indonesia,Aceh,2021-04-18,-24
Indonesia,Aceh,2021-04-19,-22
Indonesia,Aceh,2021-04-20,-20
Indonesia,Aceh,2021-04-21,-20
Indonesia,Aceh,2021-04-22,-21
Indonesia,Aceh,2021-04-23,-20
Indonesia,Aceh,2021-04-24,-21
Indonesia,Aceh,2021-04-25,-18
Indonesia,Aceh,2021-04-26,-18
Indonesia,Aceh,2021-04-27,-18
Indonesia,Aceh,2021-04-28,-17
Indonesia,Aceh,2021-04-29,-15
Indonesia,Aceh,2021-04-30,-14
Indonesia,Aceh,2021-05-01,-12
Indonesia,Aceh,2021-05-02,-10
Indonesia,Aceh,2021-05-03,-7
Indonesia,Aceh,2021-05-04,-8
Indonesia,Aceh,2021-05-05,-7
Indonesia,Aceh,2021-05-06,-7
Indonesia,Aceh,2021-05-07,-7
Indonesia,Aceh,2021-05-08,-4
Indonesia,Aceh,2021-05-09,0
Indonesia,Aceh,2021-05-10,4
Indonesia,Aceh,2021-05-11,4
Indonesia,Aceh,2021-05-12,7
Indonesia,Aceh,2021-05-13,-22
Indonesia,Aceh,2021-05-14,-8
Indonesia,Aceh,2021-05-15,2
Indonesia,Aceh,2021-05-16,11
Indonesia,Aceh,2021-05-17,3
Indonesia,Aceh,2021-05-18,2
Indonesia,Aceh,2021-05-19,2
Indonesia,Aceh,2021-05-20,2
Indonesia,Aceh,2021-05-21,-2
Indonesia,Aceh,2021-05-22,-1
Indonesia,Aceh,2021-05-23,1
Indonesia,Aceh,2021-05-24,1
Indonesia,Aceh,2021-05-25,-2
Indonesia,Aceh,2021-05-26,-11
Indonesia,Aceh,2021-05-27,2
Indonesia,Aceh,2021-05-28,-4
Indonesia,Aceh,2021-05-29,0
Indonesia,Aceh,2021-05-30,1
Indonesia,Aceh,2021-05-31,0
Indonesia,Aceh,2021-06-01,-2
Indonesia,Aceh,2021-06-02,3
Indonesia,Aceh,2021-06-03,5
Indonesia,Aceh,2021-06-04,-7
Indonesia,Aceh,2021-06-05,5
Indonesia,Aceh,2021-06-06,5
Indonesia,Aceh,2021-06-07,8
Indonesia,Aceh,2021-06-08,4
Indonesia,Aceh,2021-06-09,6
Indonesia,Aceh,2021-06-10,8
Indonesia,Aceh,2021-06-11,3
Indonesia,Aceh,2021-06-12,1
Indonesia,Aceh,2021-06-13,4
Indonesia,Aceh,2021-06-14,6
Indonesia,Aceh,2021-06-15,3
Indonesia,Aceh,2021-06-16,3
Indonesia,Aceh,2021-06-17,5
Indonesia,Aceh,2021-06-18,1
Indonesia,Aceh,2021-06-19,1
Indonesia,Aceh,2021-06-20,-1
Indonesia,Aceh,2021-06-21,3
Indonesia,Aceh,2021-06-22,-7
Indonesia,Aceh,2021-06-23,1
Indonesia,Aceh,2021-06-24,3
Indonesia,Aceh,2021-06-25,-3
Indonesia,Aceh,2021-06-26,-3
Indonesia,Aceh,2021-06-27,2
Indonesia,Aceh,2021-06-28,3
Indonesia,Aceh,2021-06-29,-3
Indonesia,Aceh,2021-06-30,0
Indonesia,Aceh,2021-07-01,6
Indonesia,Aceh,2021-07-02,4
Indonesia,Aceh,2021-07-03,3
Indonesia,Aceh,2021-07-04,3
Indonesia,Aceh,2021-07-05,-3
Indonesia,Aceh,2021-07-06,4
Indonesia,Aceh,2021-07-07,6
Indonesia,Aceh,2021-07-08,4
Indonesia,Aceh,2021-07-09,-7
Indonesia,Aceh,2021-07-10,-8
Indonesia,Aceh,2021-07-11,-2
Indonesia,Aceh,2021-07-12,6
Indonesia,Aceh,2021-07-13,0
Indonesia,Aceh,2021-07-14,2
Indonesia,Aceh,2021-07-15,6
Indonesia,Aceh,2021-07-16,7
Indonesia,Aceh,2021-07-17,9
Indonesia,Aceh,2021-07-18,13
Indonesia,Aceh,2021-07-19,20
Indonesia,Aceh,2021-07-20,-18
Indonesia,Aceh,2021-07-21,-5
Indonesia,Aceh,2021-07-22,2
Indonesia,Aceh,2021-07-23,2
Indonesia,Aceh,2021-07-24,2
Indonesia,Aceh,2021-07-25,5
Indonesia,Aceh,2021-07-26,6
Indonesia,Aceh,2021-07-27,0
Indonesia,Aceh,2021-07-28,-1
Indonesia,Aceh,2021-07-29,1
Indonesia,Aceh,2021-07-30,-5
Indonesia,Aceh,2021-07-31,-7
Indonesia,Aceh,2021-08-01,-1
Indonesia,Aceh,2021-08-02,7
Indonesia,Aceh,2021-08-03,2
Indonesia,Aceh,2021-08-04,2
Indonesia,Aceh,2021-08-05,4
Indonesia,Aceh,2021-08-06,0
Indonesia,Aceh,2021-08-07,1
Indonesia,Aceh,2021-08-08,2
Indonesia,Bali,2020-02-15,5
Indonesia,Bali,2020-02-16,0
Indonesia,Bali,2020-02-17,1
Indonesia,Bali,2020-02-18,-18
Indonesia,Bali,2020-02-19,-10
Indonesia,Bali,2020-02-20,-8
Indonesia,Bali,2020-02-21,-6
Indonesia,Bali,2020-02-22,1
Indonesia,Bali,2020-02-23,-3
Indonesia,Bali,2020-02-24,0
Indonesia,Bali,2020-02-25,0
Indonesia,Bali,2020-02-26,-1
Indonesia,Bali,2020-02-27,1
Indonesia,Bali,2020-02-28,-7
Indonesia,Bali,2020-02-29,-10
Indonesia,Bali,2020-03-01,-14
Indonesia,Bali,2020-03-02,4
Indonesia,Bali,2020-03-03,0
Indonesia,Bali,2020-03-04,1
Indonesia,Bali,2020-03-05,-1
Indonesia,Bali,2020-03-06,-4
Indonesia,Bali,2020-03-07,-8
Indonesia,Bali,2020-03-08,-4
Indonesia,Bali,2020-03-09,-9
Indonesia,Bali,2020-03-10,-1
Indonesia,Bali,2020-03-11,0
Indonesia,Bali,2020-03-12,-7
Indonesia,Bali,2020-03-13,-7
Indonesia,Bali,2020-03-14,-2
Indonesia,Bali,2020-03-15,-9
Indonesia,Bali,2020-03-16,-8
Indonesia,Bali,2020-03-17,-12
Indonesia,Bali,2020-03-18,-14
Indonesia,Bali,2020-03-19,-17
Indonesia,Bali,2020-03-20,-19
Indonesia,Bali,2020-03-21,-24
Indonesia,Bali,2020-03-22,-32
Indonesia,Bali,2020-03-23,-28
Indonesia,Bali,2020-03-24,-44
Indonesia,Bali,2020-03-25,-89
Indonesia,Bali,2020-03-26,-80
Indonesia,Bali,2020-03-27,-43
Indonesia,Bali,2020-03-28,-42
Indonesia,Bali,2020-03-29,-46
Indonesia,Bali,2020-03-30,-38
Indonesia,Bali,2020-03-31,-38
Indonesia,Bali,2020-04-01,-39
Indonesia,Bali,2020-04-02,-40
Indonesia,Bali,2020-04-03,-41
Indonesia,Bali,2020-04-04,-44
Indonesia,Bali,2020-04-05,-47
Indonesia,Bali,2020-04-06,-41
Indonesia,Bali,2020-04-07,-42
Indonesia,Bali,2020-04-08,-42
Indonesia,Bali,2020-04-09,-41
Indonesia,Bali,2020-04-10,-47
Indonesia,Bali,2020-04-11,-46
Indonesia,Bali,2020-04-12,-50
Indonesia,Bali,2020-04-13,-42
Indonesia,Bali,2020-04-14,-44
Indonesia,Bali,2020-04-15,-44
Indonesia,Bali,2020-04-16,-45
Indonesia,Bali,2020-04-17,-46
Indonesia,Bali,2020-04-18,-49
Indonesia,Bali,2020-04-19,-52
Indonesia,Bali,2020-04-20,-44
Indonesia,Bali,2020-04-21,-44
Indonesia,Bali,2020-04-22,-47
Indonesia,Bali,2020-04-23,-46
Indonesia,Bali,2020-04-24,-49
Indonesia,Bali,2020-04-25,-50
Indonesia,Bali,2020-04-26,-53
Indonesia,Bali,2020-04-27,-46
Indonesia,Bali,2020-04-28,-46
Indonesia,Bali,2020-04-29,-47
Indonesia,Bali,2020-04-30,-46
Indonesia,Bali,2020-05-01,-50
Indonesia,Bali,2020-05-02,-48
Indonesia,Bali,2020-05-03,-52
Indonesia,Bali,2020-05-04,-45
Indonesia,Bali,2020-05-05,-45
Indonesia,Bali,2020-05-06,-44
Indonesia,Bali,2020-05-07,-48
Indonesia,Bali,2020-05-08,-47
Indonesia,Bali,2020-05-09,-48
Indonesia,Bali,2020-05-10,-50
Indonesia,Bali,2020-05-11,-43
Indonesia,Bali,2020-05-12,-43
Indonesia,Bali,2020-05-13,-44
Indonesia,Bali,2020-05-14,-44
Indonesia,Bali,2020-05-15,-48
Indonesia,Bali,2020-05-16,-48
Indonesia,Bali,2020-05-17,-51
Indonesia,Bali,2020-05-18,-45
Indonesia,Bali,2020-05-19,-46
Indonesia,Bali,2020-05-20,-45
Indonesia,Bali,2020-05-21,-51
Indonesia,Bali,2020-05-22,-42
Indonesia,Bali,2020-05-23,-45
Indonesia,Bali,2020-05-24,-51
Indonesia,Bali,2020-05-25,-47
Indonesia,Bali,2020-05-26,-44
Indonesia,Bali,2020-05-27,-44
Indonesia,Bali,2020-05-28,-49
Indonesia,Bali,2020-05-29,-45
Indonesia,Bali,2020-05-30,-44
Indonesia,Bali,2020-05-31,-46
Indonesia,Bali,2020-06-01,-42
Indonesia,Bali,2020-06-02,-39
Indonesia,Bali,2020-06-03,-40
Indonesia,Bali,2020-06-04,-41
Indonesia,Bali,2020-06-05,-45
Indonesia,Bali,2020-06-06,-42
Indonesia,Bali,2020-06-07,-44
Indonesia,Bali,2020-06-08,-39
Indonesia,Bali,2020-06-09,-40
Indonesia,Bali,2020-06-10,-38
Indonesia,Bali,2020-06-11,-39
Indonesia,Bali,2020-06-12,-40
Indonesia,Bali,2020-06-13,-42
Indonesia,Bali,2020-06-14,-43
Indonesia,Bali,2020-06-15,-37
Indonesia,Bali,2020-06-16,-37
Indonesia,Bali,2020-06-17,-41
Indonesia,Bali,2020-06-18,-40
Indonesia,Bali,2020-06-19,-41
Indonesia,Bali,2020-06-20,-41
Indonesia,Bali,2020-06-21,-44
Indonesia,Bali,2020-06-22,-37
Indonesia,Bali,2020-06-23,-38
Indonesia,Bali,2020-06-24,-38
Indonesia,Bali,2020-06-25,-39
Indonesia,Bali,2020-06-26,-40
Indonesia,Bali,2020-06-27,-39
Indonesia,Bali,2020-06-28,-43
Indonesia,Bali,2020-06-29,-37
Indonesia,Bali,2020-06-30,-36
Indonesia,Bali,2020-07-01,-34
Indonesia,Bali,2020-07-02,-35
Indonesia,Bali,2020-07-03,-36
Indonesia,Bali,2020-07-04,-39
Indonesia,Bali,2020-07-05,-41
Indonesia,Bali,2020-07-06,-35
Indonesia,Bali,2020-07-07,-34
Indonesia,Bali,2020-07-08,-39
Indonesia,Bali,2020-07-09,-36
Indonesia,Bali,2020-07-10,-36
Indonesia,Bali,2020-07-11,-36
Indonesia,Bali,2020-07-12,-37
Indonesia,Bali,2020-07-13,-35
Indonesia,Bali,2020-07-14,-34
Indonesia,Bali,2020-07-15,-34
Indonesia,Bali,2020-07-16,-34
Indonesia,Bali,2020-07-17,-35
Indonesia,Bali,2020-07-18,-42
Indonesia,Bali,2020-07-19,-40
Indonesia,Bali,2020-07-20,-34
Indonesia,Bali,2020-07-21,-37
Indonesia,Bali,2020-07-22,-35
Indonesia,Bali,2020-07-23,-36
Indonesia,Bali,2020-07-24,-36
Indonesia,Bali,2020-07-25,-34
Indonesia,Bali,2020-07-26,-37
Indonesia,Bali,2020-07-27,-34
Indonesia,Bali,2020-07-28,-35
Indonesia,Bali,2020-07-29,-33
Indonesia,Bali,2020-07-30,-33
Indonesia,Bali,2020-07-31,-37
Indonesia,Bali,2020-08-01,-34
Indonesia,Bali,2020-08-02,-35
Indonesia,Bali,2020-08-03,-33
Indonesia,Bali,2020-08-04,-32
Indonesia,Bali,2020-08-05,-33
Indonesia,Bali,2020-08-06,-33
Indonesia,Bali,2020-08-07,-34
Indonesia,Bali,2020-08-08,-32
Indonesia,Bali,2020-08-09,-34
Indonesia,Bali,2020-08-10,-31
Indonesia,Bali,2020-08-11,-32
Indonesia,Bali,2020-08-12,-33
Indonesia,Bali,2020-08-13,-33
Indonesia,Bali,2020-08-14,-32
Indonesia,Bali,2020-08-15,-30
Indonesia,Bali,2020-08-16,-32
Indonesia,Bali,2020-08-17,-33
Indonesia,Bali,2020-08-18,-32
Indonesia,Bali,2020-08-19,-31
Indonesia,Bali,2020-08-20,-33
Indonesia,Bali,2020-08-21,-34
Indonesia,Bali,2020-08-22,-35
Indonesia,Bali,2020-08-23,-36
Indonesia,Bali,2020-08-24,-33
Indonesia,Bali,2020-08-25,-32
Indonesia,Bali,2020-08-26,-32
Indonesia,Bali,2020-08-27,-33
Indonesia,Bali,2020-08-28,-33
Indonesia,Bali,2020-08-29,-31
Indonesia,Bali,2020-08-30,-33
Indonesia,Bali,2020-08-31,-31
Indonesia,Bali,2020-09-01,-31
Indonesia,Bali,2020-09-02,-33
Indonesia,Bali,2020-09-03,-31
Indonesia,Bali,2020-09-04,-31
Indonesia,Bali,2020-09-05,-29
Indonesia,Bali,2020-09-06,-31
Indonesia,Bali,2020-09-07,-29
Indonesia,Bali,2020-09-08,-29
Indonesia,Bali,2020-09-09,-29
Indonesia,Bali,2020-09-10,-31
Indonesia,Bali,2020-09-11,-32
Indonesia,Bali,2020-09-12,-29
Indonesia,Bali,2020-09-13,-32
Indonesia,Bali,2020-09-14,-30
Indonesia,Bali,2020-09-15,-40
Indonesia,Bali,2020-09-16,-39
Indonesia,Bali,2020-09-17,-38
Indonesia,Bali,2020-09-18,-35
Indonesia,Bali,2020-09-19,-35
Indonesia,Bali,2020-09-20,-38
Indonesia,Bali,2020-09-21,-35
Indonesia,Bali,2020-09-22,-37
Indonesia,Bali,2020-09-23,-36
Indonesia,Bali,2020-09-24,-37
Indonesia,Bali,2020-09-25,-43
Indonesia,Bali,2020-09-26,-45
Indonesia,Bali,2020-09-27,-40
Indonesia,Bali,2020-09-28,-37
Indonesia,Bali,2020-09-29,-38
Indonesia,Bali,2020-09-30,-36
Indonesia,Bali,2020-10-01,-38
Indonesia,Bali,2020-10-02,-36
Indonesia,Bali,2020-10-03,-34
Indonesia,Bali,2020-10-04,-41
Indonesia,Bali,2020-10-05,-35
Indonesia,Bali,2020-10-06,-37
Indonesia,Bali,2020-10-07,-35
Indonesia,Bali,2020-10-08,-36
Indonesia,Bali,2020-10-09,-37
Indonesia,Bali,2020-10-10,-41
Indonesia,Bali,2020-10-11,-39
Indonesia,Bali,2020-10-12,-37
Indonesia,Bali,2020-10-13,-36
Indonesia,Bali,2020-10-14,-34
Indonesia,Bali,2020-10-15,-35
Indonesia,Bali,2020-10-16,-36
Indonesia,Bali,2020-10-17,-34
Indonesia,Bali,2020-10-18,-37
Indonesia,Bali,2020-10-19,-35
Indonesia,Bali,2020-10-20,-35
Indonesia,Bali,2020-10-21,-37
Indonesia,Bali,2020-10-22,-36
Indonesia,Bali,2020-10-23,-36
Indonesia,Bali,2020-10-24,-34
Indonesia,Bali,2020-10-25,-37
Indonesia,Bali,2020-10-26,-34
Indonesia,Bali,2020-10-27,-33
Indonesia,Bali,2020-10-28,-29
Indonesia,Bali,2020-10-29,-34
Indonesia,Bali,2020-10-30,-33
Indonesia,Bali,2020-10-31,-37
Indonesia,Bali,2020-11-01,-35
Indonesia,Bali,2020-11-02,-34
Indonesia,Bali,2020-11-03,-32
Indonesia,Bali,2020-11-04,-34
Indonesia,Bali,2020-11-05,-33
Indonesia,Bali,2020-11-06,-34
Indonesia,Bali,2020-11-07,-32
Indonesia,Bali,2020-11-08,-35
Indonesia,Bali,2020-11-09,-34
Indonesia,Bali,2020-11-10,-36
Indonesia,Bali,2020-11-11,-34
Indonesia,Bali,2020-11-12,-34
Indonesia,Bali,2020-11-13,-34
Indonesia,Bali,2020-11-14,-32
Indonesia,Bali,2020-11-15,-36
Indonesia,Bali,2020-11-16,-33
Indonesia,Bali,2020-11-17,-35
Indonesia,Bali,2020-11-18,-33
Indonesia,Bali,2020-11-19,-34
Indonesia,Bali,2020-11-20,-34
Indonesia,Bali,2020-11-21,-31
Indonesia,Bali,2020-11-22,-35
Indonesia,Bali,2020-11-23,-34
Indonesia,Bali,2020-11-24,-38
Indonesia,Bali,2020-11-25,-35
Indonesia,Bali,2020-11-26,-35
Indonesia,Bali,2020-11-27,-35
Indonesia,Bali,2020-11-28,-33
Indonesia,Bali,2020-11-29,-34
Indonesia,Bali,2020-11-30,-37
Indonesia,Bali,2020-12-01,-35
Indonesia,Bali,2020-12-02,-30
Indonesia,Bali,2020-12-03,-32
Indonesia,Bali,2020-12-04,-32
Indonesia,Bali,2020-12-05,-34
Indonesia,Bali,2020-12-06,-31
Indonesia,Bali,2020-12-07,-31
Indonesia,Bali,2020-12-08,-32
Indonesia,Bali,2020-12-09,-33
Indonesia,Bali,2020-12-10,-32
Indonesia,Bali,2020-12-11,-38
Indonesia,Bali,2020-12-12,-32
Indonesia,Bali,2020-12-13,-35
Indonesia,Bali,2020-12-14,-41
Indonesia,Bali,2020-12-15,-32
Indonesia,Bali,2020-12-16,-33
Indonesia,Bali,2020-12-17,-30
Indonesia,Bali,2020-12-18,-31
Indonesia,Bali,2020-12-19,-31
Indonesia,Bali,2020-12-20,-35
Indonesia,Bali,2020-12-21,-28
Indonesia,Bali,2020-12-22,-27
Indonesia,Bali,2020-12-23,-27
Indonesia,Bali,2020-12-24,-27
Indonesia,Bali,2020-12-25,-33
Indonesia,Bali,2020-12-26,-30
Indonesia,Bali,2020-12-27,-31
Indonesia,Bali,2020-12-28,-27
Indonesia,Bali,2020-12-29,-28
Indonesia,Bali,2020-12-30,-26
Indonesia,Bali,2020-12-31,-23
Indonesia,Bali,2021-01-01,-37
Indonesia,Bali,2021-01-02,-34
Indonesia,Bali,2021-01-03,-37
Indonesia,Bali,2021-01-04,-34
Indonesia,Bali,2021-01-05,-37
Indonesia,Bali,2021-01-06,-31
Indonesia,Bali,2021-01-07,-35
Indonesia,Bali,2021-01-08,-38
Indonesia,Bali,2021-01-09,-37
Indonesia,Bali,2021-01-10,-38
Indonesia,Bali,2021-01-11,-36
Indonesia,Bali,2021-01-12,-39
Indonesia,Bali,2021-01-13,-42
Indonesia,Bali,2021-01-14,-44
Indonesia,Bali,2021-01-15,-50
Indonesia,Bali,2021-01-16,-53
Indonesia,Bali,2021-01-17,-48
Indonesia,Bali,2021-01-18,-46
Indonesia,Bali,2021-01-19,-46
Indonesia,Bali,2021-01-20,-44
Indonesia,Bali,2021-01-21,-46
Indonesia,Bali,2021-01-22,-51
Indonesia,Bali,2021-01-23,-49
Indonesia,Bali,2021-01-24,-46
Indonesia,Bali,2021-01-25,-47
Indonesia,Bali,2021-01-26,-44
Indonesia,Bali,2021-01-27,-42
Indonesia,Bali,2021-01-28,-43
Indonesia,Bali,2021-01-29,-46
Indonesia,Bali,2021-01-30,-49
Indonesia,Bali,2021-01-31,-43
Indonesia,Bali,2021-02-01,-42
Indonesia,Bali,2021-02-02,-42
Indonesia,Bali,2021-02-03,-45
Indonesia,Bali,2021-02-04,-43
Indonesia,Bali,2021-02-05,-44
Indonesia,Bali,2021-02-06,-47
Indonesia,Bali,2021-02-07,-45
Indonesia,Bali,2021-02-08,-46
Indonesia,Bali,2021-02-09,-41
Indonesia,Bali,2021-02-10,-39
Indonesia,Bali,2021-02-11,-41
Indonesia,Bali,2021-02-12,-45
Indonesia,Bali,2021-02-13,-46
Indonesia,Bali,2021-02-14,-40
Indonesia,Bali,2021-02-15,-40
Indonesia,Bali,2021-02-16,-40
Indonesia,Bali,2021-02-17,-41
Indonesia,Bali,2021-02-18,-41
Indonesia,Bali,2021-02-19,-47
Indonesia,Bali,2021-02-20,-41
Indonesia,Bali,2021-02-21,-41
Indonesia,Bali,2021-02-22,-45
Indonesia,Bali,2021-02-23,-42
